name,category,address,open_website,phone_number,open_hours,open_hours_updated,reviews_count,rating,main_image,url,country
Northrim Bank,ATM,"301 N Franklin St, Juneau, AK 99801",http://www.northrim.com/,(907) 586-1010,"{""Friday"":""10 AM–5 PM"",""Monday"":""10 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""10 AM–5 PM"",""Tuesday"":""10 AM–5 PM"",""Wednesday"":""10 AM–5 PM""}",Closed ⋅ Opens 10 AM,6.0,4.3,https://lh5.googleusercontent.com/p/AF1QipNe2SCvNjm6vXfXpBb3UNQJ_ijUbfujzNpQD3cL=w80-h106-k-no,https://www.google.com/maps/place/Northrim%20Bank/data=!4m7!3m6!1s0x5400df835b4cb4d3:0x19b63b17e183107a!8m2!3d58.301943699999995!4d-134.4075666!16s/g/11btxd1ygq!19sChIJ07RMW4PfAFQRehCD4Rc7thk?authuser=0&hl=en&rclk=1,US
"Brad B Plumbing Services, LLC",Plumber,"4301 W William Cannon Dr Ste B-150-114, Austin, TX 78749",http://bradbplumbing.com/,(512) 402-6901,"{""Friday"":""8 AM–6 PM"",""Monday"":""8 AM–6 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–6 PM"",""Tuesday"":""8 AM–6 PM"",""Wednesday"":""8 AM–6 PM""}",Open ⋅ Closes 6 PM,21.0,4.3,https://lh5.googleusercontent.com/p/AF1QipPpS8Hn4ZSdQvYa22nfmj4Dj1yXJG889dezKQFh=w122-h92-k-no,"https://www.google.com/maps/place/Brad%20B%20Plumbing%20Services,%20LLC/data=!4m7!3m6!1s0x865b4b99d883a9ef:0x9adc7ed20f292bd9!8m2!3d30.2215037!4d-97.8411819!16s/g/12hn96v9t!19sChIJ76mD2JlLW4YR2SspD9J-3Jo?authuser=0&hl=en&rclk=1",US
Chris Hiser Auto Sales,Car dealer,"8103 Dixie Hwy, Louisville, KY 40258",https://www.chrishiserautosales.com/,(502) 498-8656,"{""Friday"":""9 AM–7 PM"",""Monday"":""9 AM–8 PM"",""Saturday"":""9 AM–6 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–8 PM"",""Tuesday"":""9 AM–8 PM"",""Wednesday"":""9 AM–8 PM""}",Open ⋅ Closes 8 PM,36.0,4.8,https://lh5.googleusercontent.com/p/AF1QipMHMsjfYoDD65hLHCyDGvGVJrJpVlO2jWbm2N1g=w122-h92-k-no,https://www.google.com/maps/place/Chris%20Hiser%20Auto%20Sales/data=!4m7!3m6!1s0x886911aa8582969d:0xce2df15ca1e5de3!8m2!3d38.132373799999996!4d-85.84606169999999!16s/g/11tcs6zv98!19sChIJnZaChaoRaYgR410eyhXf4gw?authuser=0&hl=en&rclk=1,US
Fifth Third Mortgage - Sandra Lietz,Mortgage lender,"1199 E Higgins Rd, Schaumburg, IL 60173",mortgageadvisors.53.com,+17086124040,,,0.0,0.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9-psJquC7XGpep1GdzQ27A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.19795&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Fifth+Third+Mortgage+-+Sandra+Lietz/@42.0390477,-88.0531454,17z/data=!3m1!4b1!4m5!3m4!1s0x880faf7c7be813c5:0x3903bcd0807d433f!8m2!3d42.0391844!4d-88.0509261",US
P T Nail,Nail salon,"2148 Bayport Blvd, Seabrook, TX 77586",,(281) 291-0138,"{""Friday"":""9 AM–6:30 PM"",""Monday"":""9:30 AM–7 PM"",""Saturday"":""9 AM–6:30 PM"",""Sunday"":""Closed"",""Thursday"":""9:30 AM–7 PM"",""Tuesday"":""9:30 AM–7 PM"",""Wednesday"":""9:30 AM–7 PM""}",Closed ⋅ Opens 9:30 AM,46.0,4.2,https://lh5.googleusercontent.com/p/AF1QipPWYp6X3X93S_iFTJVjv_RF9rvHznhvCk-l-JH-=w80-h142-k-no,https://www.google.com/maps/place/P%20T%20Nail/data=!4m7!3m6!1s0x863f624f395b0693:0x4ba76c869516390e!8m2!3d29.5720711!4d-95.0259289!16s/g/1tk9r46p!19sChIJkwZbOU9iP4YRDjkWlYZsp0s?authuser=0&hl=en&rclk=1,US
Bozeman 5 Star Cleaning,Cleaners,"101 E Mendenhall St Suite G, Bozeman, MT 59715",https://bozeman5starcleaning.com/,(406) 341-2853,"{""Friday"":""7 AM–7:30 PM"",""Monday"":""7 AM–7:30 PM"",""Saturday"":""12–8 PM"",""Sunday"":""12–8 PM"",""Thursday"":""7 AM–7:30 PM"",""Tuesday"":""7 AM–7:30 PM"",""Wednesday"":""7 AM–7:30 PM""}",Closed ⋅ Opens 12 PM,83.0,4.9,https://lh5.googleusercontent.com/p/AF1QipM7eC2SuYezF5ApOeIzqgi0lBlqjvhzNngKbatz=w92-h92-k-no,https://www.google.com/maps/place/Bozeman%205%20Star%20Cleaning/data=!4m7!3m6!1s0x534547239257b7c7:0x7a3cb4ab5408f078!8m2!3d45.6805065!4d-111.0321773!16s/g/11q83bx8kq!19sChIJx7dXkiNHRVMRePAIVKu0PHo?authuser=0&hl=en&rclk=1,US
Jaleen's Beauty Salon Unisex,Beauty salon,"6031 N 67th Ave # 2, Glendale, AZ 85301",,(623) 518-6514,"{""Friday"":""9 AM–7 PM"",""Monday"":""9 AM–7 PM"",""Saturday"":""9 AM–7 PM"",""Sunday"":""10 AM–3 PM"",""Thursday"":""9 AM–7 PM"",""Tuesday"":""9 AM–7 PM"",""Wednesday"":""9 AM–7 PM""}",Closed ⋅ Opens 9 AM,40.0,3.9,https://lh5.googleusercontent.com/p/AF1QipNAX4tmvpCunUChJFK8V65tZgNWnwfUIs7Zz24=w80-h106-k-no,https://www.google.com/maps/place/Jaleen's%20Beauty%20Salon%20Unisex/data=!4m7!3m6!1s0x872b6add4b4acb07:0xf9c338c6135a7e43!8m2!3d33.525169!4d-112.20263399999999!16s/g/11bwq6l7j4!19sChIJB8tKS91qK4cRQ35aE8Y4w_k?authuser=0&hl=en&rclk=1,US
Dr TORREALDAY - ALTAVISTA,Eye care center,"2 Rue Jordi Carbonell I Tries Bâtiment EPURE, 66000 Perpignan, France",https://altavista-ophtalmologie.fr/,+33 4 12 05 19 90,"{""Friday"":""8:30 AM–5:30 PM"",""Monday"":""8:30 AM–5:30 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8:30 AM–5:30 PM"",""Tuesday"":""8:30 AM–5:30 PM"",""Wednesday"":""8:30 AM–5:30 PM""}",Closed ⋅ Opens 8:30 AM,15.0,4.7,https://lh5.googleusercontent.com/p/AF1QipNflqCatSQ_gAlltNabAwi8bgnABB7v7CXBgjGb=w122-h92-k-no,https://www.google.com/maps/place/Dr%20TORREALDAY%20-%20ALTAVISTA/data=!4m7!3m6!1s0x12b065cbb13cbddb:0xf9f847bb651eafe2!8m2!3d42.7006764!4d2.9437008!16s/g/11ty79mt8n!19sChIJ2708sctlsBIR4q8eZbtH-Pk?authuser=0&hl=en&rclk=1,FR
Level Nightclub,Night club,"20 Broadacres Dr, Hattiesburg, MS 39401",,+16019906942,"""{\""Friday\"":\""9PM to 2AM\"",\""Monday\"":\""Closed\"",\""Saturday\"":\""9PM to 2AM\"",\""Sunday\"":\""5PM to 12AM\"",\""Thursday\"":\""9PM to 2AM\"",\""Tuesday\"":\""Closed\"",\""Wednesday\"":\""9PM to 2AM\""}""",,6.0,3.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=REeNlYxXV_pTkaFNwUMn_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.113804&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Level+Nightclub/@31.3512471,-89.3485313,17z/data=!3m1!4b1!4m6!3m5!1s0x889cdeccde60e4b7:0xa23dea6de09009a1!8m2!3d31.3512471!4d-89.3485313!16s%2Fg%2F11hbl2d5x2?hl=en",US
Cklass Outlet San Onofre,Shoe store,"Calle Hacienda Santiago No. 2120, entre Cofradia del rosario y Hacienda Mochitiltic, Colonia Oblatos, 44700 Guadalajara, Jal., Mexico",https://cklass.com/,+52 33 3570 7402,"{""Friday"":""10 AM–7 PM"",""Monday"":""10 AM–7 PM"",""Saturday"":""10 AM–7 PM"",""Sunday"":""10:30 AM–2:30 PM"",""Thursday"":""10 AM–7 PM"",""Tuesday"":""10 AM–7 PM"",""Wednesday"":""10 AM–7 PM""}",Closed ⋅ Opens 10 AM,7.0,4.4,https://lh5.googleusercontent.com/p/AF1QipPEEajKACqZc2lNRNLM6WZUQuAVJ4ZcYFaW_Qq0=w163-h92-k-no,https://www.google.com/maps/place/Cklass%20Outlet%20San%20Onofre/data=!4m7!3m6!1s0x8428b1d3927fdd1f:0xccf2649851ff9af2!8m2!3d20.693783099999997!4d-103.2999402!16s/g/11h4tpy249!19sChIJH91_ktOxKIQR8pr_UZhk8sw?authuser=0&hl=en&rclk=1,MX
Cricket Wireless Authorized Retailer,Cell phone store,"370 S Hwy 27 Ste 3, Somerset, KY 42501",https://www.cricketwireless.com/stores/ll/US/KY/Somerset/370-S-Highway-27,(606) 425-4749,"{""Friday"":""10 AM–7 PM"",""Monday"":""10 AM–7 PM"",""Saturday"":""10 AM–5 PM"",""Sunday"":""12–5 PM"",""Thursday"":""10 AM–7 PM"",""Tuesday"":""10 AM–7 PM"",""Wednesday"":""10 AM–7 PM""}",Open ⋅ Closes 7 PM,145.0,4.4,https://lh5.googleusercontent.com/p/AF1QipP0zYNl5FQTAPJktIjwT_WCGYUT1ThldiG8dlmJ=w163-h92-k-no,https://www.google.com/maps/place/Cricket%20Wireless%20Authorized%20Retailer/data=!4m7!3m6!1s0x885d4b3208ef23db:0x273d9b8fa961a5b!8m2!3d37.090965!4d-84.61668399999999!16s/g/11cnndkj5_!19sChIJ2yPvCDJLXYgRWxqW-rjZcwI?authuser=0&hl=en&rclk=1,US
千芳,Stand bar,"Japan, 〒558-0003 Osaka, Sumiyoshi Ward, Nagai, 2 Chome−3−19 ＣＯＲＰＯ ＫＯＮＡＫＡ",,+81 6-6694-3737,"{""Friday"":""6–11 PM"",""Monday"":""6–11 PM"",""Saturday"":""6–11 PM"",""Sunday"":""6–11 PM"",""Thursday"":""6–11 PM"",""Tuesday"":""6–11 PM"",""Wednesday"":""Closed""}",Closed ⋅ Opens 6 PM,15.0,4.3,https://lh5.googleusercontent.com/p/AF1QipML55P0SicDyP_ATMlVyB8nWVzoWaH-68WNvdXP=w163-h92-k-no,https://www.google.com/maps/place/%E5%8D%83%E8%8A%B3/data=!4m7!3m6!1s0x6000dc3412dc263d:0x96b1fc6f0d0f744a!8m2!3d34.6137371!4d135.5103067!16s/g/1tfkfg6l!19sChIJPSbcEjTcAGARSnQPDW_8sZY?authuser=0&hl=en&rclk=1,JP
Dr Sneha Gada,Prosthodontist,"B/36, Gita Building, P. Ramabai, Road, Gamdevi, Mumbai, Maharashtra 400007, India",http://www.gadasmilecare.com/,+91 93222 88344,"{""Friday"":""9:30 AM–2 PM"",""Monday"":""9:30 AM–2 PM"",""Saturday"":""9:30 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""9:30 AM–2 PM"",""Tuesday"":""9:30 AM–2 PM"",""Wednesday"":""9:30 AM–2 PM""}",Closed ⋅ Opens 9:30 AM Sat,1.0,5.0,https://lh5.googleusercontent.com/p/AF1QipO0zkr9WTBAtndvAiLTG7y32e-8WgnmdOX9YbBq=w122-h92-k-no,https://www.google.com/maps/place/Dr%20Sneha%20Gada/data=!4m7!3m6!1s0x3be7cfd364ec7a35:0xe073fdbb983a0e4c!8m2!3d18.959647!4d72.8122892!16s/g/11hdx7wx20!19sChIJNXrsZNPP5zsRTA46mLv9c-A?authuser=0&hl=en&rclk=1,IN
"Law Offices of Frye, Fortich & Garcia, P.L.",Estate planning attorney,"20900 W Dixie Hwy, Miami, FL 33180",http://www.fryelawmiami.com/,(786) 933-4301,"{""Friday"":""8:30 AM–4 PM"",""Monday"":""8:30 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8:30 AM–5 PM"",""Tuesday"":""8:30 AM–5 PM"",""Wednesday"":""8:30 AM–5 PM""}",Closed ⋅ Opens 8:30 AM,3.0,5.0,https://lh5.googleusercontent.com/p/AF1QipPqEOYV1Gyrz1ERfA15wx_VHNs7IIBXKl96QqLY=w188-h92-k-no,"https://www.google.com/maps/place/Law%20Offices%20of%20Frye,%20Fortich%20&%20Garcia,%20P.L./data=!4m7!3m6!1s0x88d9ac6137b6ab25:0x61062c7ee4064eb9!8m2!3d25.9691202!4d-80.14816789999999!16s/g/1th29605!19sChIJJau2N2Gs2YgRuU4G5H4sBmE?authuser=0&hl=en&rclk=1",US
THE CARPET CREW Professional Carpet Cleaning Greenwich,Carpet cleaning service,"4, Barracouta House, 1 Black Prince St, London SE18 2AF",http://www.carpetcrew.co.uk/,07828 503132,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,24.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNqbQrrAYr2MsuNVKEBHTGGmYSUoZoJZgZZbXz5=w138-h92-k-no,https://www.google.com/maps/place/THE%20CARPET%20CREW%20Professional%20Carpet%20Cleaning%20Greenwich/data=!4m7!3m6!1s0x47d8af0a1369b76d:0xfb6e31214f6f7b4d!8m2!3d51.4790376!4d0.10167359999999999!16s/g/11h18br0t5!19sChIJbbdpEwqv2EcRTXtvTyExbvs?authuser=0&hl=en&rclk=1,GB
"Kegan Steffer, Skyline Team Real Estate",Real estate agent,"917 Susan Ave, Woodstock, VA 22664",https://www.homesnap.com/Kegan-Steffer/gmb,(540) 624-0397,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Open ⋅ Closes 5 PM,4.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDxBkl5r_MuN_8yM4wSXQQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=30.052988&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Kegan%20Steffer,%20Skyline%20Team%20Real%20Estate/data=!4m7!3m6!1s0x89b5af69b9c69ae1:0xdf6d55793fb84fe2!8m2!3d38.8689545!4d-78.5207609!16s/g/11qm09xfbn!19sChIJ4ZrGuWmvtYkR4k-4P3lVbd8?authuser=0&hl=en&rclk=1",US
Redbox,Movie rental kiosk,"1860 S Ohio St, Martinsville, IN 46151",redbox.com,+18667332693,"""{\""Friday\"":\""Open 24 hours\"",\""Monday (Memorial Day)\"":\""Open 24 hours\"",\""Saturday\"":\""Open 24 hours\"",\""Sunday\"":\""Open 24 hours\"",\""Thursday\"":\""Open 24 hours\"",\""Tuesday\"":\""Open 24 hours\"",\""Wednesday\"":\""Open 24 hours\""}""",,1.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CmflfHIRzyXAoNe1a3_3HA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.31834&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Redbox/@39.4097678,-86.4242797,17z/data=!3m1!4b1!4m6!3m5!1s0x886c8f8c89594a4f:0x7a48e34e9e542dc1!8m2!3d39.4097177!4d-86.424276!16s%2Fg%2F1thq60qg?hl=en",US
DUCLERCQ FOURNITURES,Educational supply store,"181 Rte Doullens, 80100 Abbeville, France",http://www.duclercq-fournitures.fr/,+33 3 22 31 31 44,"{""Friday"":""8 AM–12 PM"",""Monday"":""8 AM–12 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–12 PM"",""Tuesday"":""8 AM–12 PM"",""Wednesday"":""8 AM–12 PM""}",Closed ⋅ Opens 8 AM,13.0,4.3,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PbaO0RGE4sxsB2xXC8z2dQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=289.87115&pitch=0&thumbfov=100,https://www.google.com/maps/place/DUCLERCQ%20FOURNITURES/data=!4m7!3m6!1s0x47dd8cf39f815dcb:0x44d355703f529360!8m2!3d50.11138!4d1.8654281!16s/g/11btlz91vw!19sChIJy12Bn_OM3UcRYJNSP3BV00Q?authuser=0&hl=en&rclk=1,FR
IMACS WIRELESS LLC,Cell phone store,"620 W Sugar Creek Rd, Charlotte, NC 28213",https://imacswireless.com/,(980) 800-9339,"{""Friday"":""11 AM–6 PM"",""Monday"":""11 AM–6 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""11 AM–6 PM"",""Tuesday"":""11 AM–6 PM"",""Wednesday"":""11 AM–6 PM""}",Closed ⋅ Opens 11 AM,1.0,5.0,https://lh5.googleusercontent.com/p/AF1QipOPh9YBaoIWiBkM9sl0KlSbXO2pbBQIb-N7iYl5=w80-h106-k-no,https://www.google.com/maps/place/IMACS%20WIRELESS%20LLC/data=!4m7!3m6!1s0x88541f64c1fac499:0x9c925bd365b416ac!8m2!3d35.2676155!4d-80.7942973!16s/g/11lgd5y889!19sChIJmcT6wWQfVIgRrBa0ZdNbkpw?authuser=0&hl=en&rclk=1,US
La Tienda,Gift shop,"921 Manitou Ave, Manitou Springs, CO 80829",,(719) 685-1961,"{""Friday"":""10 AM–6 PM"",""Monday"":""10 AM–6 PM"",""Saturday"":""10 AM–6 PM"",""Sunday"":""12–6 PM"",""Thursday"":""10 AM–6 PM"",""Tuesday"":""10 AM–6 PM"",""Wednesday"":""10 AM–6 PM""}",Open ⋅ Closes 6 PM,14.0,4.7,https://lh5.googleusercontent.com/p/AF1QipMRXqmJWKbJOJvJiB9yvtOzrBnhBSbMKvWx5h2k=w92-h92-k-no,https://www.google.com/maps/place/La%20Tienda/data=!4m7!3m6!1s0x871350a1814e8539:0xe9628dce132d1284!8m2!3d38.8585693!4d-104.9181067!16s/g/1263pwgrr!19sChIJOYVOgaFQE4cRhBItE86NYuk?authuser=0&hl=en&rclk=1,US
Soboba Casino Resort,Casino,"22777 Soboba Rd, San Jacinto, CA 92583",soboba.com,+18664762622,"""{\""Friday\"":\""Open 24 hours\"",\""Monday\"":\""Open 24 hours\"",\""Saturday\"":\""Open 24 hours\"",\""Sunday (Easter)\"":\""Open 24 hours\"",\""Thursday\"":\""Open 24 hours\"",\""Tuesday\"":\""Open 24 hours\"",\""Wednesday\"":\""Open 24 hours\""}""",,4.0,3.8,https://lh5.googleusercontent.com/p/AF1QipNTi7Xj7ntFijz0RmFLqkvZaEQ6LTAfIKUx-PTy=w408-h306-k-no,"https://www.google.com/maps/place/Soboba+Casino+Resort/@33.7911489,-116.9322244,17z/data=!3m1!4b1!4m5!3m4!1s0x80db68c66a0b0ff3:0xa615ef3e82044038!8m2!3d33.7911567!4d-116.930024",US
Curaleaf Dispensary Sanford,Cannabis store,"610 Lake Minnie Dr, Sanford, FL 32773",https://curaleaf.com/shop/florida/curaleaf-dispensary-sanford?utm_source=google&utm_medium=gmb&utm_campaign=gmb-menu,(407) 531-8590,"{""Friday"":""9 AM–8:30 PM"",""Monday"":""9 AM–8:30 PM"",""Saturday"":""9 AM–8:30 PM"",""Sunday"":""10 AM–7 PM"",""Thursday"":""9 AM–8:30 PM"",""Tuesday"":""9 AM–8:30 PM"",""Wednesday"":""9 AM–8:30 PM""}",Open ⋅ Closes 7 PM,565.0,4.6,https://lh5.googleusercontent.com/p/AF1QipNs5HI8UJOhdjBR3cyO2nQjUGh0_ZWbGBhXoBrl=w80-h106-k-no,https://www.google.com/maps/place/Curaleaf%20Dispensary%20Sanford/data=!4m7!3m6!1s0x88e76dd84616ee39:0x349cd3f3c41ba66!8m2!3d28.7511115!4d-81.2909102!16s/g/11hz5v937j!19sChIJOe4WRtht54gRZrpBPD_NSQM?authuser=0&hl=en&rclk=1,US
Szkoła Języków Obcych talk2me Kursy Językowe Tłumaczenia Pisemne,Language school,"Szamotulska 33, 62-090 Rokietnica, Poland",http://talk2me-kursy.pl/,+48 601 147 777,"{""Friday"":""8 AM–8 PM"",""Monday"":""8 AM–8 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–8 PM"",""Tuesday"":""8 AM–8 PM"",""Wednesday"":""8 AM–8 PM""}",Open ⋅ Closes 8 PM,1.0,5.0,https://lh5.googleusercontent.com/p/AF1QipMTG2ZHyBPIYvK9sD_bVNzkbcXu3ptpgFI5carJ=w137-h92-k-no,https://www.google.com/maps/place/Szko%C5%82a%20J%C4%99zyk%C3%B3w%20Obcych%20talk2me%20Kursy%20J%C4%99zykowe%20T%C5%82umaczenia%20Pisemne/data=!4m7!3m6!1s0x4704406710b16417:0x72c5024541e158f!8m2!3d52.5124621!4d16.738684799999998!16s/g/1tr7h243!19sChIJF2SxEGdABEcRjxUeVCRQLAc?authuser=0&hl=en&rclk=1,PL
Soul and Body Workshop,Acupuncture clinic,"plac Wolności 10a/1, 40-078 Katowice, Poland",,+48 604 355 096,"{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}",Open ⋅ Closes 8 PM,4.0,5.0,https://lh5.googleusercontent.com/p/AF1QipOZRgOc_lKu_Td8ka6TJH9ifsE2WrdqQIRdFho3=w122-h92-k-no,https://www.google.com/maps/place/Soul%20and%20Body%20Workshop/data=!4m7!3m6!1s0x4716d33066b6b031:0x9d6929a7935e4024!8m2!3d50.259209299999995!4d19.0127025!16s/g/11btxhq_jk!19sChIJMbC2ZjDTFkcRJEBek6cpaZ0?authuser=0&hl=en&rclk=1,PL
YCE Catering Equipment Ltd,Catering supplier,"Unit B, 4 Chessingham Park, Dunnington, York YO19 5SE",http://www.yce.co.uk/,0113 252 6566,"{""Friday"":""8 am–5 pm"",""Monday"":""8 am–5 pm"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 am–5 pm"",""Tuesday"":""8 am–5 pm"",""Wednesday"":""8 am–5 pm""}",Closed ⋅ Opens 8 am Mon,3.0,5.0,,https://www.google.com/maps/place/YCE%20Catering%20Equipment%20Ltd/data=!4m7!3m6!1s0x48795f956131b89f:0x526a0f65436e7d99!8m2!3d53.9560974!4d-0.977244!16s/g/1hdzj929z!19sChIJn7gxYZVfeUgRmX1uQ2UPalI?authuser=0&hl=en&rclk=1,GB
Lovelle Estate Agency - North Hykeham,Estate Agent,"32 The Forum, North Hykeham, Lincoln LN6 8HW",https://www.lovelle.co.uk/offices/lincoln-north-hykeham-estate-agents/,01522 694775,"{""Friday"":""9 am–5:30 pm"",""Monday"":""Closed"",""Saturday"":""9 am–2 pm"",""Sunday"":""Closed"",""Thursday"":""9 am–5:30 pm"",""Tuesday"":""9 am–5:30 pm"",""Wednesday"":""9 am–5:30 pm""}",Closed ⋅ Opens 9 am Tue,41.0,4.7,https://lh5.googleusercontent.com/p/AF1QipNAG-jQ4qaSRteZJYrQ5pEAkCU3vUOdXkM3FvBk=w122-h92-k-no,https://www.google.com/maps/place/Lovelle%20Estate%20Agency%20-%20North%20Hykeham/data=!4m7!3m6!1s0x4878456a667ddebd:0xf68467fd0f992007!8m2!3d53.1939479!4d-0.581033!16s/g/1yh9tt5jc!19sChIJvd59ZmpFeEgRByCZD_1nhPY?authuser=0&hl=en&rclk=1,GB
Kinetics Medical & Health Group (Causeway Bay Clinic),Diagnostic center,"Rm 1709, 17/F,, East Point Centre (Old Wing), 555 Hennessy Road, Causeway Bay",http://www.kinetics.hk/,3520 3292,"{""Friday"":""9 am–1 pm"",""Monday"":""9 am–1 pm"",""Saturday"":""9 am–2 pm"",""Sunday"":""Closed"",""Thursday"":""9 am–1 pm"",""Tuesday"":""9 am–1 pm"",""Wednesday"":""9 am–1 pm""}",Open ⋅ Closes 7 pm,1.0,5.0,https://lh5.googleusercontent.com/p/AF1QipPGSeDm7uN0KEV_diN68PCH-1zkB0IsPVpEseYf=w122-h92-k-no,https://www.google.com/maps/place/Kinetics%20Medical%20&%20Health%20Group%20(Causeway%20Bay%20Clinic)/data=!4m7!3m6!1s0x3404005696871b9f:0x362a879b1ccabcca!8m2!3d22.280488!4d114.184286!16s/g/11b67hl562!19sChIJnxuHllYABDQRyrzKHJuHKjY?authuser=0&hl=en&rclk=1,HK
"Bankers Title of the Nature Coast, Inc.",Title company,"25703 SE Hwy 19, Old Town, FL 32680",http://www.bankerstitleins.com/,(352) 542-1228,"{""Friday"":""8:30 AM–5 PM"",""Monday"":""8:30 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8:30 AM–5 PM"",""Tuesday"":""8:30 AM–5 PM"",""Wednesday"":""8:30 AM–5 PM""}",Open ⋅ Closes 5 PM,26.0,4.6,https://lh5.googleusercontent.com/p/AF1QipOJuaSgkepYFPXOPBi68TRGHlTuMow1vChLTW72=w80-h106-k-no,"https://www.google.com/maps/place/Bankers%20Title%20of%20the%20Nature%20Coast,%20Inc./data=!4m7!3m6!1s0x88e91f57ecd232f9:0x1ebb0f0ec1e85121!8m2!3d29.6020139!4d-82.9833148!16s/g/1tdy58_b!19sChIJ-TLS7Fcf6YgRIVHowQ4Pux4?authuser=0&hl=en&rclk=1",US
"Klinik für Persönlichkeit- und Traumafolgestörungen - Asklepios Klinik Nord, Standort Ochsenzoll",Hospital,"Langenhorner Chaussee 560, 22419 Hamburg, Germany",https://www.asklepios.com/hamburg/nord/psychiatrie-ochsenzoll/experten/psychiatrie-und-psychotherapie-ochsenzoll/stationaere-behandlungen/persoenlichkeits-traumafolgestoerungen/,+49 40 1818870,"{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}",Open 24 hours,3.0,1.3,https://lh5.googleusercontent.com/p/AF1QipNOp0pfhXxnD3Ldu40OuEeIsoCSuRLmOc9wDG13=w145-h92-k-no,"https://www.google.com/maps/place/Klinik%20f%C3%BCr%20Pers%C3%B6nlichkeit-%20und%20Traumafolgest%C3%B6rungen%20-%20Asklepios%20Klinik%20Nord,%20Standort%20Ochsenzoll/data=!4m7!3m6!1s0x47b227f11fea2795:0xb7f1cce94bd4140c!8m2!3d53.6736234!4d10.005681!16s/g/11dxbqn2tb!19sChIJlSfqH_EnskcRDBTUS-nM8bc?authuser=0&hl=en&rclk=1",DE
Mint on Mellwood,Event planner,"1631 Mellwood Ave, Louisville, KY 40206",https://mintjuleptours.com/louisville/destination-management-company/mint-on-mellwood/,(502) 583-1433,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Closed ⋅ Opens 9 AM Mon,22.0,4.7,https://lh5.googleusercontent.com/p/AF1QipOb6HYi8K5E2E6MQidntwh67riPef2qUPHKG_Y=w163-h92-k-no,https://www.google.com/maps/place/Mint%20on%20Mellwood/data=!4m7!3m6!1s0x886972c5ba6ff0ef:0x87b904782efea20c!8m2!3d38.2572209!4d-85.72041!16s/g/1264c65fr!19sChIJ7_BvusVyaYgRDKL-LngEuYc?authuser=0&hl=en&rclk=1,US
